POSTCODE,ID,NAME,Type,LATITUDE,LONGITUDE
BD232QR,Y06140,TALL SHIPS EVENT MEDICAL COVER,Surgery,53.945759,-2.016909
BD232RJ,Y04349,C.V.W.1,Surgery,53.955694,-2.019013
BD232RJ,Y04348,CCCT 2,Surgery,53.955694,-2.019013
BD232RL,Y04391,C V W SKIPTON TEAM BENTHAM,Surgery,53.955847,-2.015553
BD232RL,Y04394,CCCT BENTHAM,Surgery,53.955847,-2.015553
BD233DT,P1QW,ALEXANDER RICHARD HADDY,Pharmacy,53.942835,-2.044052
BD233DT,FWG71,CARLETON IN CRAVEN PHARMACY,Dispensary,53.942835,-2.044052
BD233RB,FW887,NAYLORS LTD,Dispensary,53.983759,-2.10467
BD233RB,P92W,GARGRAVE PHARMACY LTD,Pharmacy,53.983759,-2.10467
BD235LS,FMW44,BOOTS,Dispensary,54.071011,-1.999908
BD23AA,FT261,MOORSIDE PHARMACY,Dispensary,53.809734,-1.731007
BD23AA,B83056,MOORSIDE SURGERY,Surgery,53.809734,-1.731007
BD23BN,P1P6,MOORSIDE PHARMA LIMITED,Pharmacy,53.815095,-1.731561
BD23DU,P93G,ALEXANDER GIBSON (BRADFORD) LTD,Pharmacy,53.809042,-1.729292
BD23LS,FFA89,FAGLEY PHARMACY,Dispensary,53.806363,-1.72289
BD23LS,P1P0,RED OAK HEALTHCARE LIMITED,Pharmacy,53.806363,-1.72289
BD240BN,Y04378,C.V.W. BENTHAM,Surgery,54.069558,-2.292211
BD240BN,Y04352,C.V.W. CASTLEBERG 1,Surgery,54.069558,-2.292211
BD249ED,FD040,BOOTS,Dispensary,54.068766,-2.277414
BD249JA,B82007,TOWNHEAD SURGERY,Surgery,54.070534,-2.276903
BD249RH,P899,YORKSHIRE PHARMACY GROUP,Pharmacy,54.068028,-2.277944
BD249RH,P98D,CHANCELLOR COURT LTD,Pharmacy,54.068028,-2.277944
BD24RA,FV487,GIBSONS PHARMACY,Dispensary,53.806791,-1.731903
BD24RA,B83626,VALLEY VIEW SURGERY,Surgery,53.806791,-1.731903
BD24RA,B83629,PEEL PARK SURGERY,Surgery,53.806791,-1.731903
BD30BS,FXL18,LLOYDSPHARMACY,Dispensary,53.798226,-1.740292
BD30BS,B83026,PRIMROSE SURGERY,Surgery,53.798226,-1.740292
BD30BS,B83611,NEW OTLEY ROAD MEDICAL PRACTICE,Surgery,53.798226,-1.740292
BD30HX,B83016,FARROW MEDICAL CENTRE,Surgery,53.802511,-1.74312
BD30HX,FQJ15,ROBERTSONS PHARMACY,Dispensary,53.802511,-1.74312
BD30JF,P2XL,FIVEQUBE LTD,Pharmacy,53.804335,-1.742821
BD30JF,P58A,ROBERTSON J & SON LTD,Pharmacy,53.804335,-1.742821
BD37DL,P0L6,WM MORRISON SUPERMARKETS PLC,Pharmacy,53.80627,-1.713856
BD37HZ,FDP07,MORRISONS PHARMACY,Dispensary,53.802814,-1.71055
BD37HZ,B83005,THORNBURY MEDICAL PRACTICE,Surgery,53.802814,-1.71055
BD38AB,P3K7,RUMI HEALTH,Pharmacy,53.796833,-1.720018
BD38AB,FHX24,DAY NIGHT PHARMACY,Dispensary,53.796833,-1.720018
BD38QH,B83032,BRADFORD MOOR PRACTICE,Surgery,53.797834,-1.721849
BD38QH,B83058,THE AVICENNA MEDICAL PRACTICE,Surgery,53.797834,-1.721849
BD38QH,B83661,MOOR PARK MEDICAL PRACTICE,Surgery,53.797834,-1.721849
BD38QJ,FLA63,BOOTS,Dispensary,53.798294,-1.722286
BD38QN,FW002,CHELMSFORD ROAD PHARMACY,Dispensary,53.79764,-1.723383
BD38QX,P1QV,BARKEREND PHARMACY LIMITED,Pharmacy,53.798426,-1.726479
BD46AX,FF248,BIERLEY PHARMACY,Dispensary,53.766744,-1.730492
BD47HX,FRA82,BLACKSTONE PHARMACY,Dispensary,53.782836,-1.734893
BD47SR,FJT97,ASDA PHARMACY,Dispensary,53.772189,-1.732609
BD47SS,Y06768,TRUST PRIMARY CARE LTD,Surgery,53.772814,-1.73089
BD47SS,FJT35,COHENS CHEMIST,Dispensary,53.772814,-1.73089
BD47SS,B83041,BOWLING HALL MED PRACTICE,Surgery,53.772814,-1.73089
BD47SS,B83042,ROOLEY LANE MED. CENTRE,Surgery,53.772814,-1.73089
BD47SS,P2J5,BOLAN HEALTH LIMITED,Pharmacy,53.772814,-1.73089
BD47SS,FWL07,ROOLEY LANE PHARMACY,Dispensary,53.772814,-1.73089
BD48DP,PY60,MOHAMMED ABAS SHOAIB,Pharmacy,53.787568,-1.718338
BD48DP,FWG18,BROOKLANDS PHARMACY,Dispensary,53.787568,-1.718338
BD48ET,P0GE,ANR LOCUMS LTD,Pharmacy,53.790432,-1.705812
BD48ET,FKP31,TYERSAL PHARMACY,Dispensary,53.790432,-1.705812
BD48PA,P4DF,CARE PHARMA BRADFORD LIMITED,Pharmacy,53.784251,-1.716869
BD48SH,FRQ71,THE CARE PHARMACY,Dispensary,53.784698,-1.719902
BD48TQ,P4DX,ONE DOSE LIMITED,Pharmacy,53.78261,-1.730281
BD48TQ,FJC72,BIOMED CARE SERVICES,Dispensary,53.78261,-1.730281
BD49EJ,FJV35,HOLMEWOOD PHARMACY,Dispensary,53.777787,-1.712269
BD49EJ,P4WK,IMMAN LTD,Pharmacy,53.777787,-1.712269
BD49QA,B83015,TONG MEDICAL PRACTICE,Surgery,53.77049,-1.716795
BD49QA,FT439,LLOYDSPHARMACY,Dispensary,53.77049,-1.716795
BD50HR,B83051,BRADFORD STUDENT HEALTH SERVICE,Surgery,53.785323,-1.768359
BD50NX,FX301,COHENS CHEMIST,Dispensary,53.782422,-1.764884
BD50NX,B83653,DR GILKAR,Surgery,53.782422,-1.764884
BD50NX,B83025,LITTLE HORTON LANE MEDICAL CENTRE - RAJA,Surgery,53.782422,-1.764884
BD50PA,P5AV,GOODALL & BUTLER LTD,Pharmacy,53.780635,-1.765835
BD50SG,FTV45,BOOTS,Dispensary,53.785994,-1.757533
BD57AT,FL430,BOWLING PHARMACY,Dispensary,53.775075,-1.758385
BD57JR,Y00698,SATELLITE DIABETES SERVICE,Surgery,53.782619,-1.755276
BD57JR,Y00635,SATELLITE DIABETIC CLINIC 2,Surgery,53.782619,-1.755276
BD57JR,Y00704,SATELLITE DIABETES CLINIC,Surgery,53.782619,-1.755276
BD58DN,P0Y7,AVERROES PHARMACY LTD,Pharmacy,53.774545,-1.758343
BD58EL,FKH04,WOODROYD PHARMACY,Dispensary,53.775183,-1.753878
BD58NN,FLX11,MANCHESTER ROAD PHARMACY,Dispensary,53.768586,-1.76311
BD59BP,T3H6L,MEDIPHARM HEALTHCARE LTD,Pharmacy,53.769943,-1.767518
BD59BP,FVC38,KIVETON PHARMACY,Dispensary,53.769943,-1.767518
BD59BP,P4H3,H AND H PHARMA SERVICES LTD,Pharmacy,53.769943,-1.767518
BD59EE,P3DC,INSHALLAH MEDS LTD,Pharmacy,53.775838,-1.771673
BD61TD,B83028,WIBSEY & QUEENSBURY MED P,Surgery,53.767225,-1.779715
BD61TD,FWA39,MEDICHEM PHARMACY,Dispensary,53.767225,-1.779715
BD61TD,P176,ERNEST H LAW LTD,Pharmacy,53.767225,-1.779715
BD61TD,FKJ73,WIBSEY PHARMACY,Dispensary,53.767225,-1.779715
BD61TD,P1VQ,MEDICHEM (WIBSEY) LIMITED,Pharmacy,53.767225,-1.779715
BD61TD,P4WL,PHARMA PEOPLE LTD,Pharmacy,53.767225,-1.779715
BD61TP,FDP67,LLOYDSPHARMACY,Dispensary,53.766482,-1.776563
BD62DD,B83010,PARKLANDS MEDICAL PRACTICE,Surgery,53.760806,-1.780601
BD62DD,FWT08,ROWLANDS PHARMACY,Dispensary,53.760806,-1.780601
BD62DW,FM437,TESCO IN-STORE PHARMACY,Dispensary,53.759314,-1.79409
BD63LX,P0FN,HEALTHY LIVING PHARMACY,Pharmacy,53.764027,-1.797847
BD63LX,FQW91,HEALTHY LIVING PHARMACY,Dispensary,53.764027,-1.797847
BD63NL,Y01885,WESTWOOD PARK-UROLOGY,Surgery,53.768913,-1.810443
BD63NL,Y00896,WESTWOOD PARK DIAGNOSTIC TC,Surgery,53.768913,-1.810443
BD71LG,Y05811,FIELDHEAD BUSINESS CENTRE - S&W CMHT,Surgery,53.793751,-1.771348
BD71LG,Y05800,FIELDHEAD BUSINESS CENTRE-CAMHS,Surgery,53.793751,-1.771348
BD71LN,Y05398,BCDAT-SP PRESCRIBER,Surgery,53.793896,-1.77238
BD71PS,P394,HEALTH-CHECK PHARMACY,Pharmacy,53.789233,-1.768337
BD71PS,FKJ49,HEALTH-CHECK PHARMACY,Dispensary,53.789233,-1.768337
BD71QJ,P3DW,AVICENNA SANATIO PHARMA LTD,Pharmacy,53.787033,-1.774223
BD71QJ,FKM28,MIDNIGHT PHARMACY,Dispensary,53.787033,-1.774223
BD72BL,B83659,PARK GRANGE MEDICAL CENTRE,Surgery,53.789415,-1.775929
BD72NB,FRJ55,ASDA PHARMACY,Dispensary,53.794636,-1.790808
BD72RD,FPV60,CLAYTON PHARMACY,Dispensary,53.784195,-1.795592
BD72RD,O6E4O,ASHCROFT PHARMA LIMITED,Pharmacy,53.784195,-1.795592
BD73AH,B83034,GRANGE MEDICAL CENTRE,Surgery,53.787605,-1.777438
BD73AQ,P1PF,HG HEALTHCARE LIMITED,Pharmacy,53.788172,-1.777678
BD73AQ,FGM53,HORTON GRANGE PHARMACY,Dispensary,53.788172,-1.777678
BD73BG,FTN20,SIDDIQUE PHARMACY,Dispensary,53.786127,-1.77526
BD73BG,P88D,SIDDIQUE PHARMACY LIMITED,Pharmacy,53.786127,-1.77526
BD73DZ,FDR48,BRADFORD DELIVERY CHEMIST,Dispensary,53.78205,-1.781762
BD73EG,Y06992,CITY-EARLY INTERVENTION IN PSYCHOSIS,Surgery,53.785161,-1.772791
BD73EG,Y05812,HORTON PARK CENTRE - CITY CMHT,Surgery,53.785161,-1.772791
BD73EG,FKW58,HORTON PARK PHARMACY,Dispensary,53.785161,-1.772791
BD73EG,B83621,DR A AZAM & PARTNERS,Surgery,53.785161,-1.772791
BD73EG,B83035,HORTON PARK MEDICAL PRACTICE,Surgery,53.785161,-1.772791
BD73JX,B83667,BRADFORD GPWSI NEUROLOGY SERVICE,Surgery,53.78091,-1.779859
BD73JX,Y03391,BRADFORD GPWSI EPILEPSY SERV,Surgery,53.78091,-1.779859
BD73JX,B83666,BRADFORD GPWSI MSK SERVICE,Surgery,53.78091,-1.779859
BD73JX,FAX34,THE RIDGE PHARMACY,Dispensary,53.78091,-1.779859
BD73JX,S4N9H,THE RIDGE BRADFORD HEALTHCARE LIMITED,Pharmacy,53.78091,-1.779859
BD73JX,B83055,THE RIDGE MEDICAL PRACT.,Surgery,53.78091,-1.779859
BD74EY,FHW84,TESCO IN-STORE PHARMACY,Dispensary,53.779159,-1.788499
BD74PL,FV788,BOOTS,Dispensary,53.774478,-1.806018
BD74PL,B83017,HORTON BANK PRACTICE,Surgery,53.774478,-1.806018
BD80QB,P95W,RAJS CHEMIST,Pharmacy,53.796251,-1.814055
BD80QB,FCX96,RAJ'S CHEMIST,Dispensary,53.796251,-1.814055
BD87LR,P229,BARDCHEM LTD,Pharmacy,53.807664,-1.771227
BD87RS,P4R3,MANNINGHAM HEALTHCARE LTD,Pharmacy,53.801192,-1.76331
BD87RS,FWC22,MANNINGHAM PHARMACY,Dispensary,53.801192,-1.76331
BD87RS,P63C,ALICE STREET PHARMACY,Pharmacy,53.801192,-1.76331
BD87RT,B83628,CLARENDON MEDICAL CENTRE,Surgery,53.80151,-1.763487
BD87SG,P1PH,AL-GHANI LIMITED,Pharmacy,53.805068,-1.767597
BD87SY,Y06722,BRADFORD CARE HOME LIAISON,Surgery,53.804184,-1.765825
BD88AD,P00W,BEACHTECH LTD,Pharmacy,53.805699,-1.768474
BD88AD,FD105,H S CHEMIST,Dispensary,53.805699,-1.768474
BD88AD,P4MP,FAB HEALTHCARE LTD,Pharmacy,53.805699,-1.768474
BD88BD,P3WY,DELIVERING PHARMACY LIMITED,Pharmacy,53.805983,-1.771282
BD88DP,P1WQ,MEDPHARM VENTURES LTD,Pharmacy,53.800495,-1.768503
BD88JT,P2W7,EIGHTLANDS LTD,Pharmacy,53.798364,-1.769535
BD88JT,P2CM,CITY ROAD PHARMACY,Pharmacy,53.798364,-1.769535
BD88JT,B83660,BILTON MEDICAL CENTRE,Surgery,53.798364,-1.769535
BD88JT,FMV73,CITY ROAD PHARMACY,Dispensary,53.798364,-1.769535
BD88JT,FQT06,BILTON PHARMACY,Dispensary,53.798364,-1.769535
BD88JT,P1P4,MR ZULFIQAR ALI JAFRY,Pharmacy,53.798364,-1.769535
BD88NS,P666,SLATERS CHEMIST,Pharmacy,53.802961,-1.7752
BD88RA,P4TQ,IBI HEALTHCARE LTD,Pharmacy,53.807296,-1.77624
BD88RA,B83699,EPCS WOMENS HEALTH - WESTBOURNE GREEN,Surgery,53.807296,-1.77624
BD88RA,B83642,THE CITY MEDICAL PRACTICE,Surgery,53.807296,-1.77624
BD88RA,B83604,THE LISTER SURGERY,Surgery,53.807296,-1.77624
BD88RA,FWQ94,LISTER PHARMACY-WESTBOURNE GREEN,Dispensary,53.807296,-1.77624
BD88RA,B83614,PICTON MEDICAL CENTRE,Surgery,53.807296,-1.77624
BD89DJ,FG457,REHMAN PHARMACY,Dispensary,53.803413,-1.776246
BD89DJ,P0V2,PENYFFORDD PHARMACY,Pharmacy,53.803413,-1.776246
BD89DP,B83641,ASHWELL MEDICAL CENTRE,Surgery,53.803786,-1.778612
BD89DP,FQK63,ABRAR REHMAN PHARMACY,Dispensary,53.803786,-1.778612
BD89DW,B83617,DR U AKBAR,Surgery,53.803569,-1.777945
BD89LB,B83622,DR IA GILKAR & PARTNERS,Surgery,53.801111,-1.785535
BD89LB,FC259,BRADFORD PHARMACY,Dispensary,53.801111,-1.785535
BD89LB,B83052,KENSINGTON PARTNERSHIP,Surgery,53.801111,-1.785535
BD89NR,P2DY,PHARM-X LTD,Pharmacy,53.802651,-1.787531
BD89NS,FWM72,GIRLINGTON PHARMACY,Dispensary,53.802823,-1.788138
BD89PB,B83012,MANOR MEDICAL PRACTICE,Surgery,53.802973,-1.788186
BD89TP,FF020,MORRISONS PHARMACY,Dispensary,53.797601,-1.78786
BD94BB,FVY82,HEATON PHARMACY,Dispensary,53.815849,-1.786283
BD94BB,P641,FREETHORN LTD,Pharmacy,53.815849,-1.786283
BD94LH,B83627,FRIZINGHALL MEDICAL CENTRE,Surgery,53.818858,-1.773597
BD94LH,P1VD,UK PHARMASERVICES LTD,Pharmacy,53.818858,-1.773597
BD94LH,FTJ08,FRIZINGHALL MED CENTRE PHARMACY,Dispensary,53.818858,-1.773597
BD94PU,FJ789,SHAKESPEARES CHEMIST,Dispensary,53.808908,-1.768836
BD94PU,P08A,SHAKESPEARES CHEMIST,Pharmacy,53.808908,-1.768836
BD94RQ,P3D3,MR IRFAN HANIF,Pharmacy,53.80922,-1.776701
BD95ES,P3D8,AA PHARM LTD,Pharmacy,53.805836,-1.788927
BD95HB,FDV85,SAHARA PHARMACY,Dispensary,53.805981,-1.789853
BD95PZ,I7W8X,LEYLANDS LANE HEALTHCARE LTD,Pharmacy,53.812583,-1.792538
BD95PZ,B83038,LEYLANDS LANE MEDICAL PRACTICE,Surgery,53.812583,-1.792538
BD95PZ,FTA80,LEYLANDS LANE PHARMACY,Dispensary,53.812583,-1.792538
BD96DP,Y05807,LYNFIELD MOUNT HOSPITAL - FIRST RESPONSE,Surgery,53.809728,-1.805354
BD96DP,Y07225,OPMH OUTREACH TEAM,Surgery,53.809728,-1.805354
BD96DP,Y05903,OLDER PEOPLE'S MENTAL HEALTH LIAISON,Surgery,53.809728,-1.805354
BD96DP,Y05806,LYNFIELD MOUNT HOSPITAL,Surgery,53.809728,-1.805354
BD96DP,Y05808,LMH - INTENSIVE HOME TREATMENT TEAM,Surgery,53.809728,-1.805354
BD96NJ,FMK77,BOOTS,Dispensary,53.816185,-1.815746
BD96NJ,P61X,HARRISON PARKINSON & CO LTD,Pharmacy,53.816185,-1.815746
BD96RJ,Y07199,ACUTE LIAISON PSYCHIATRY SERVICE (ALPS),Surgery,53.80598,-1.794697
BD96RJ,Y02738,COMMUNITY MIDWIFE SERVICES,Surgery,53.80598,-1.794697
BD96RJ,A99973,BRADFORD AND AIREDALE BCSC,Surgery,53.80598,-1.794697
BD96RJ,Y04100,BTH NHS FOUNDATION TRUST,Surgery,53.80598,-1.794697
BH104BX,FP470,AVICENNA PHARMACY,Dispensary,50.748888,-1.908934
BH104BX,J81033,TALBOT MEDICAL CENTRE,Surgery,50.748888,-1.908934
BH104BX,P1XJ,TALBOT PHARMACY,Pharmacy,50.748888,-1.908934
BH104DZ,P2H1,JOSEPH ACHEAMPONG,Pharmacy,50.751899,-1.887098
BH104DZ,P53D,ABIS ONE LTD,Pharmacy,50.751899,-1.887098
BH104DZ,FAA53,LATE NIGHT COLUMBIA CHEMIST,Dispensary,50.751899,-1.887098
BH105BG,FQQ97,ROWLANDS PHARMACY,Dispensary,50.756871,-1.885966
BH105EY,J81045,KINSON ROAD MEDICAL CENTRE,Surgery,50.767434,-1.901425
BH105EY,FCM02,LLOYDSPHARMACY,Dispensary,50.767434,-1.901425
BH118DU,FJH73,AVICENNA PHARMACY,Dispensary,50.758142,-1.909753
BH118DU,P32W,WEST HOWE PHARMACY,Pharmacy,50.758142,-1.909753
BH119HS,FMD38,DAY LEWIS CHEMISTS,Dispensary,50.766952,-1.917577
BH119ST,J81070,THE BANKS & BEARWOOD MEDICAL CENTRE,Surgery,50.768326,-1.929217
BH119TF,FLG28,AVICENNA PHARMACY,Dispensary,50.76822,-1.932124
BH119TW,P1KJ,BEARWOOD RETAIL LTD,Pharmacy,50.767616,-1.929955
BH11HF,FWP06,SALTS MEDILINK,Dispensary,50.722499,-1.874589
BH11JU,Y07129,WE ARE WITH YOU IN BCP,Surgery,50.722393,-1.870048
BH121AU,FHE41,TESCO INSTORE PHARMACY,Dispensary,50.724845,-1.913642
BH121DN,FAX44,BOOTS,Dispensary,50.729056,-1.920723
BH123HF,FHK75,LLOYDSPHARMACY,Dispensary,50.739667,-1.94713
BH123HF,J81036,THE ROSEMARY HEALTH CTR,Surgery,50.739667,-1.94713
BH123PG,P2WT,AUTOMEDS PHARMACY LTD,Pharmacy,50.741772,-1.948729
BH123PG,FAE92,AUTOMEDS PHARMACY,Dispensary,50.741772,-1.948729
BH124BA,FRH25,LLOYDS PHARMACY,Dispensary,50.738567,-1.911689
BH124HY,P53F,BOWPHARM LTD,Pharmacy,50.744374,-1.940342
BH124HY,P9DM,PREMODEN LTD,Pharmacy,50.744374,-1.940342
BH124HY,FW563,NIMO PHARMACY,Dispensary,50.744374,-1.940342
BH124NX,FCG62,TESCO EXTRA,Dispensary,50.748634,-1.949629
BH125BF,J81042,VILLAGE SURGERY,Surgery,50.741178,-1.896468
BH125BF,FRN49,DAY LEWIS PHARMACY,Dispensary,50.741178,-1.896468
BH125BU,FVA67,WALLISDOWN PHARMACY,Dispensary,50.746426,-1.911433
BH125BU,P2VH,AA AND OO LTD,Pharmacy,50.746426,-1.911433
BH137LP,FRW86,DAY LEWIS PHARMACY,Dispensary,50.705541,-1.921514
BH137LP,P1EX,JS CHEMISTS LTD,Pharmacy,50.705541,-1.921514
BH13EG,J81072,THE PANTON PRACTICE,Surgery,50.72093,-1.862595
BH140AD,P328,AE BRYANT PHARMACY,Pharmacy,50.729232,-1.943195
BH140AD,FCE37,BRYANT PHARMACY,Dispensary,50.729232,-1.943195
BH140AD,P3T3,SHALLI LIMITED,Pharmacy,50.729232,-1.943195
BH140DJ,FAT46,LLOYDSPHARMACY,Dispensary,50.728487,-1.942496
BH140DJ,J81012,SHORE MEDICAL,Surgery,50.728487,-1.942496
BH140HU,J81086,EVERGREEN OAK SURGERY,Surgery,50.723629,-1.958467
BH148EE,FME91,DAY LEWIS PHARMACY,Dispensary,50.711523,-1.954229
BH148HU,P59R,SMOLAGA J,Pharmacy,50.708136,-1.945713
BH148UB,FKE75,LLOYDSPHARMACY,Dispensary,50.723157,-1.951277
BH149DQ,FNC32,BOOTS PHARMACY,Dispensary,50.728932,-1.93808
BH14AN,FE765,KAMSONS PHARMACY,Dispensary,50.726339,-1.839619
BH14AN,FVY74,SUPERDRUG PHARMACY,Dispensary,50.726339,-1.839619
BH14BP,FV796,BOOTS PHARMACY,Dispensary,50.727318,-1.83757
BH14HA,J81634,CRESCENT PROVIDENCE SURGERY,Surgery,50.727059,-1.84515
BH14HT,Y02584,WALK IN CENTRE,Surgery,50.729734,-1.843362
BH14JT,FF445,ROWLANDS PHARMACY,Dispensary,50.72952,-1.843144
BH151AE,J81052,LIFEBOAT QUAY MEDICAL CENTRE,Surgery,50.718724,-1.984926
BH151JQ,FM329,ASDA PHARMACY,Dispensary,50.717331,-1.98584
BH151SX,FC009,BOOTS PHARMACY,Dispensary,50.718985,-1.98098
BH152HR,FXN20,ROWLANDS PHARMACY,Dispensary,50.723579,-1.97109
BH152JB,A99966,DORSET BCSC,Surgery,50.721987,-1.973117
BH152JB,Y06010,MID CLUSTER IAGPS,Surgery,50.721987,-1.973117
BH152PG,J81648,DR NEWMAN,Surgery,50.719722,-1.975441
BH152PG,FGC36,ROWLANDS PHARMACY,Dispensary,50.719722,-1.975441
BH152PG,J81064,POOLE TOWN SURGERY,Surgery,50.719722,-1.975441
BH153DH,FEH72,ROWLANDS PHARMACY,Dispensary,50.731655,-1.977922
BH154JQ,J81006,THE ADAM PRACTICE,Surgery,50.720875,-2.010544
BH154JQ,FKQ52,YOUR LOCAL BOOTS PHARMACY,Dispensary,50.720875,-2.010544
BH154NQ,A91048,MEDICAL CENTRE,Surgery,50.720369,-2.025531
BH165NJ,FQN44,ROWLANDS PHARMACY,Dispensary,50.738478,-2.030595
BH165PG,P4CF,AI & HA PATEL,Pharmacy,50.739027,-2.030416
BH166BG,FN499,LYTCHETT PHARMACY,Dispensary,50.75788,-2.078313
BH166BG,P910,REX PHARM SERVICES LTD,Pharmacy,50.75788,-2.078313
BH170RB,Y06409,DORSET INT URGENT CARE,Surgery,50.740073,-1.978038
BH177XW,J81087,THE BIRCHWOOD PRACTICE,Surgery,50.740218,-1.99846
BH177XW,FM001,ROWLANDS PHARMACY,Dispensary,50.740218,-1.99846
BH178SA,FL503,YOUR LOCAL BOOTS PHARMACY,Dispensary,50.742039,-1.964531
BH178UE,FRK84,CANFORD HEATH PHARMACY,Dispensary,50.741849,-1.964694
BH178UE,J81013,CANFORD HEATH GROUP PRACT,Surgery,50.741849,-1.964694
BH178UE,P1W7,LAWTON PHARMACY CONSULTANTS LIMITED,Pharmacy,50.741849,-1.964694
BH179DW,FE379,ARROWEDGE PHARMACY,Dispensary,50.751527,-1.966608
BH188DP,FJG24,ARROWEDGE PHARMACY,Dispensary,50.760209,-1.994178
BH188DP,FPK63,LLOYDSPHARMACY,Dispensary,50.760209,-1.994178
BH188DP,FH405,BOOTS PHARMACY,Dispensary,50.760209,-1.994178
BH188EE,J81041,THE HADLEIGH PRACTICE,Surgery,50.761018,-1.993525
BH188EE,J81046,THE HARVEY PRACTICE,Surgery,50.761018,-1.993525
BH191AB,FFA03,BOOTS THE CHEMIST,Dispensary,50.609241,-1.95779
BH191AE,FE320,WELL,Dispensary,50.609537,-1.957875
BH191AF,FQ123,WELL,Dispensary,50.60988,-1.958963
BH191HB,J81010,SWANAGE MEDICAL PRACTICE,Surgery,50.609907,-1.960122
BH204AF,FGD38,YOUR LOCAL BOOTS PHARMACY,Dispensary,50.686453,-2.10988
BH204LR,FWV11,DAY LEWIS PHARMACY,Dispensary,50.685211,-2.109447
BH204LR,P7CY,ROBERTS CHEMISTS LTD,Pharmacy,50.685211,-2.109447
BH204PG,J81011,WAREHAM SURGERY,Surgery,50.687059,-2.116138
BH205HH,J81612,CORFE CASTLE SURGERY,Surgery,50.63587,-2.05945
BH206DR,J81025,THE WELLBRIDGE PRACTICE,Surgery,50.679039,-2.225354
BH206EJ,FQA35,YOUR LOCAL BOOTS PHARMACY,Dispensary,50.678556,-2.22872
BH206EJ,P54F,BOWSHERS PHARMACY,Pharmacy,50.678556,-2.22872
BH206JA,A91022,BOVINGTON MEDICAL CENTRE,Surgery,50.699212,-2.237341
BH207AX,FGJ07,SANDFORD PHARMACY,Dispensary,50.706356,-2.097847
BH207AX,P661,SANPHARM LTD,Pharmacy,50.706356,-2.097847
BH207BQ,J81631,SANDFORD SURGERY,Surgery,50.707465,-2.094195
BH207HB,J81020,BERE REGIS SURGERY,Surgery,50.752538,-2.219824
BH211AP,J81034,QUARTERJACK SURGERY,Surgery,50.79813,-1.982751
BH211AP,FQP89,BOOTS THE CHEMIST,Dispensary,50.79813,-1.982751
BH211NL,J81077,WALFORD MILL MEDICAL CENTRE,Surgery,50.805279,-1.989191
BH211NL,FVR30,THE WALFORD MILL PHARMACY,Dispensary,50.805279,-1.989191
BH211NL,P111,BRODWELL LTD,Pharmacy,50.805279,-1.989191
BH211PL,J81644,THE OLD DISPENSARY,Surgery,50.803427,-1.987226
BH211SQ,P183,MERLEY PHARMACY,Pharmacy,50.784494,-1.969762
BH211SQ,FF719,ROWLANDS PHARMACY,Dispensary,50.784494,-1.969762
BH212SE,FLX51,COLEHILL PHARMACY,Dispensary,50.809571,-1.959158
BH212SE,P165,COLEHILL PHARMACY LTD,Pharmacy,50.809571,-1.959158
BH213LN,FAM12,YOUR LOCAL BOOTS PHARMACY,Dispensary,50.763714,-2.02296
BH214AY,FRL80,WELLBEING PHARMACY,Dispensary,50.796165,-2.073545
BH215QE,J81058,THE CRANBORNE PRACTICE,Surgery,50.919773,-1.919278
BH216SZ,FFW88,INSTACHEM PHARMACY,Dispensary,50.841242,-1.863478
BH220HX,FL781,MOORS PHARMACY,Dispensary,50.826154,-1.889688
BH220HX,J81022,WEST MOORS VILLAGE SURGERY,Surgery,50.826154,-1.889688
BH220HX,P115,APHARM LTD,Pharmacy,50.826154,-1.889688
BH228AZ,J81621,THE BARCELLOS FAMILY PRACTICE,Surgery,50.807989,-1.872246
BH228EB,P0RT,MEDICINE CLINIC LTD,Pharmacy,50.780554,-1.882164
BH228EB,FPE70,PARLEY CROSS PHARMACY,Dispensary,50.780554,-1.882164
BH228EB,P30A,PARLEY PHARMACY,Pharmacy,50.780554,-1.882164
BH229AG,P1GT,FERNDOWN PHARMACY LTD,Pharmacy,50.80041,-1.891997
BH229AG,FFE58,FERNDOWN PHARMACY,Dispensary,50.80041,-1.891997
BH229AL,FMA93,BOOTS THE CHEMIST,Dispensary,50.81167,-1.87543
BH229HB,J81002,ORCHID HOUSE SURGERY,Surgery,50.801788,-1.894499
BH229HB,FPX94,ROWLANDS PHARMACY,Dispensary,50.801788,-1.894499
BH229HB,J81061,PENNY'S HILL PRACTICE,Surgery,50.801788,-1.894499
BH229HU,V1J9N,P & D CARDS LIMITED,Pharmacy,50.803287,-1.891104
BH229HU,FXL79,MEDS2HOME PHARMACY,Dispensary,50.803287,-1.891104
BH229NG,FMK11,RESPOND HEALTHCARE LTD,Dispensary,50.807905,-1.89616
BH229TH,FM887,IN STORE PHARMACY,Dispensary,50.801812,-1.891441
BH231EU,FHE81,ROWLANDS PHARMACY,Dispensary,50.736063,-1.761514
BH231PA,J81066,STOUR SURGERY,Surgery,50.73605,-1.782189
BH231QB,FHC47,BOOTS THE CHEMIST,Dispensary,50.735249,-1.776936
BH231QU,FV785,YOUR LOCAL BOOTS PHARMACY,Dispensary,50.737128,-1.782461
BH232FQ,FR035,THE GROVE PHARMACY,Dispensary,50.7445,-1.79086
BH232FQ,J81646,GROVE SURGERY,Surgery,50.7445,-1.79086
